Post;Huishouden;Woonsituatie;Inkomen;Jaar;Bedrag;Percentage inkomen
RESERVERINGSUITGAVEN;Eenouder met 2 kinderen;gemiddelde hypotheek;3000;2019;850;0,283483749
 voeding;Eenouder met 2 kinderen;gemiddelde hypotheek;3000;2019;390;0,130020219
 overige huishoudelijke uitgaven;Eenouder met 2 kinderen;gemiddelde hypotheek;3000;2019;185;0,061701773
HUISHOUDELIJKE UITGAVEN;Eenouder met 2 kinderen;gemiddelde hypotheek;3000;2019;575;0,191721992
OVERSCHOT/TEKORT;Eenouder met 2 kinderen;gemiddelde hypotheek;3000;2019;0;0
wit1;Eenouder met 2 kinderen;gemiddelde hypotheek;3000;2019;;0
wit2;Eenouder met 2 kinderen;gemiddelde hypotheek;3000;2019;;0
wit3;Eenouder met 2 kinderen;gemiddelde hypotheek;3000;2019;;0
wit4;Eenouder met 2 kinderen;gemiddelde hypotheek;3000;2019;;0
TOTAAL INKOMEN;Eenouder met 2 kinderen;gemiddelde hypotheek;3500;2019;3.500;0
TOTAAL UITGAVEN;Eenouder met 2 kinderen;gemiddelde hypotheek;3500;2019;3.414;0
 huur/hypotheek;Eenouder met 2 kinderen;gemiddelde hypotheek;3500;2019;624;0,178285714
 gas;Eenouder met 2 kinderen;gemiddelde hypotheek;3500;2019;110;0,031428571
 elektriciteit;Eenouder met 2 kinderen;gemiddelde hypotheek;3500;2019;68;0,019428571
 water;Eenouder met 2 kinderen;gemiddelde hypotheek;3500;2019;19;0,005322857
 lokale lasten;Eenouder met 2 kinderen;gemiddelde hypotheek;3500;2019;59;0,016714286
 telefoon, televisie, internet;Eenouder met 2 kinderen;gemiddelde hypotheek;3500;2019;86;0,024618857
 verzekeringen;Eenouder met 2 kinderen;gemiddelde hypotheek;3500;2019;257;0,07334381
 onderwijs;Eenouder met 2 kinderen;gemiddelde hypotheek;3500;2019;35;0,010125714
 kinderopvang;Eenouder met 2 kinderen;gemiddelde hypotheek;3500;2019;0;0
 contributies en abonnementen;Eenouder met 2 kinderen;gemiddelde hypotheek;3500;2019;127;0,036142857
 vervoer;Eenouder met 2 kinderen;gemiddelde hypotheek;3500;2019;422;0,120482857
VASTE LASTEN;Eenouder met 2 kinderen;gemiddelde hypotheek;3500;2019;1.806;0,515894095
 kleding en schoenen;Eenouder met 2 kinderen;gemiddelde hypotheek;3500;2019;181;0,051701571
 inventaris;Eenouder met 2 kinderen;gemiddelde hypotheek;3500;2019;175;0,049954
 onderhoud huis en tuin;Eenouder met 2 kinderen;gemiddelde hypotheek;3500;2019;152;0,043292114
 niet-vergoede ziektekosten;Eenouder met 2 kinderen;gemiddelde hypotheek;3500;2019;38;0,01092381
 vrijetijdsuitgaven;Eenouder met 2 kinderen;gemiddelde hypotheek;3500;2019;469;0,133951143
RESERVERINGSUITGAVEN;Eenouder met 2 kinderen;gemiddelde hypotheek;3500;2019;1.014;0,289822638
 voeding;Eenouder met 2 kinderen;gemiddelde hypotheek;3500;2019;390;0,111445902
 overige huishoudelijke uitgaven;Eenouder met 2 kinderen;gemiddelde hypotheek;3500;2019;204;0,058218857
HUISHOUDELIJKE UITGAVEN;Eenouder met 2 kinderen;gemiddelde hypotheek;3500;2019;594;0,169664759
OVERSCHOT/TEKORT;Eenouder met 2 kinderen;gemiddelde hypotheek;3500;2019;86;0
wit1;Eenouder met 2 kinderen;gemiddelde hypotheek;3500;2019;;0
wit2;Eenouder met 2 kinderen;gemiddelde hypotheek;3500;2019;;0
wit3;Eenouder met 2 kinderen;gemiddelde hypotheek;3500;2019;;0
wit4;Eenouder met 2 kinderen;gemiddelde hypotheek;3500;2019;;0
TOTAAL INKOMEN;Eenouder met 2 kinderen;gemiddelde hypotheek;4000;2019;4.000;0
TOTAAL UITGAVEN;Eenouder met 2 kinderen;gemiddelde hypotheek;4000;2019;3.693;0
 huur/hypotheek;Eenouder met 2 kinderen;gemiddelde hypotheek;4000;2019;719;0,17975
 gas;Eenouder met 2 kinderen;gemiddelde hypotheek;4000;2019;110;0,0275
 elektriciteit;Eenouder met 2 kinderen;gemiddelde hypotheek;4000;2019;68;0,017
 water;Eenouder met 2 kinderen;gemiddelde hypotheek;4000;2019;19;0,0046575
 lokale lasten;Eenouder met 2 kinderen;gemiddelde hypotheek;4000;2019;59;0,014625
 telefoon, televisie, internet;Eenouder met 2 kinderen;gemiddelde hypotheek;4000;2019;88;0,0219165
 verzekeringen;Eenouder met 2 kinderen;gemiddelde hypotheek;4000;2019;263;0,065722083
 onderwijs;Eenouder met 2 kinderen;gemiddelde hypotheek;4000;2019;35;0,00886
 kinderopvang;Eenouder met 2 kinderen;gemiddelde hypotheek;4000;2019;0;0
 contributies en abonnementen;Eenouder met 2 kinderen;gemiddelde hypotheek;4000;2019;136;0,034
 vervoer;Eenouder met 2 kinderen;gemiddelde hypotheek;4000;2019;471;0,1177975
VASTE LASTEN;Eenouder met 2 kinderen;gemiddelde hypotheek;4000;2019;1.967;0,491828583
 kleding en schoenen;Eenouder met 2 kinderen;gemiddelde hypotheek;4000;2019;193;0,048363875
 inventaris;Eenouder met 2 kinderen;gemiddelde hypotheek;4000;2019;185;0,04620975
 onderhoud huis en tuin;Eenouder met 2 kinderen;gemiddelde hypotheek;4000;2019;174;0,04344235
 niet-vergoede ziektekosten;Eenouder met 2 kinderen;gemiddelde hypotheek;4000;2019;40;0,0100455
 vrijetijdsuitgaven;Eenouder met 2 kinderen;gemiddelde hypotheek;4000;2019;529;0,13220725
RESERVERINGSUITGAVEN;Eenouder met 2 kinderen;gemiddelde hypotheek;4000;2019;1.121;0,280268725
 voeding;Eenouder met 2 kinderen;gemiddelde hypotheek;4000;2019;390;0,097515164
 overige huishoudelijke uitgaven;Eenouder met 2 kinderen;gemiddelde hypotheek;4000;2019;215;0,0536915
HUISHOUDELIJKE UITGAVEN;Eenouder met 2 kinderen;gemiddelde hypotheek;4000;2019;605;0,151206664
OVERSCHOT/TEKORT;Eenouder met 2 kinderen;gemiddelde hypotheek;4000;2019;307;0
wit1;Eenouder met 2 kinderen;gemiddelde hypotheek;4000;2019;;0
wit2;Eenouder met 2 kinderen;gemiddelde hypotheek;4000;2019;;0
wit3;Eenouder met 2 kinderen;gemiddelde hypotheek;4000;2019;;0
wit4;Eenouder met 2 kinderen;gemiddelde hypotheek;4000;2019;;0
TOTAAL INKOMEN;Eenouder met 2 kinderen;gemiddelde hypotheek;4500;2019;4.500;0
TOTAAL UITGAVEN;Eenouder met 2 kinderen;gemiddelde hypotheek;4500;2019;3.872;0
 huur/hypotheek;Eenouder met 2 kinderen;gemiddelde hypotheek;4500;2019;722;0,160444444
 gas;Eenouder met 2 kinderen;gemiddelde hypotheek;4500;2019;110;0,024444444
 elektriciteit;Eenouder met 2 kinderen;gemiddelde hypotheek;4500;2019;68;0,015111111
 water;Eenouder met 2 kinderen;gemiddelde hypotheek;4500;2019;19;0,00414
 lokale lasten;Eenouder met 2 kinderen;gemiddelde hypotheek;4500;2019;59;0,013
 telefoon, televisie, internet;Eenouder met 2 kinderen;gemiddelde hypotheek;4500;2019;89;0,019814667
 verzekeringen;Eenouder met 2 kinderen;gemiddelde hypotheek;4500;2019;269;0,059794074
 onderwijs;Eenouder met 2 kinderen;gemiddelde hypotheek;4500;2019;35;0,007875556
 kinderopvang;Eenouder met 2 kinderen;gemiddelde hypotheek;4500;2019;0;0
 contributies en abonnementen;Eenouder met 2 kinderen;gemiddelde hypotheek;4500;2019;146;0,032333333
 vervoer;Eenouder met 2 kinderen;gemiddelde hypotheek;4500;2019;521;0,115708889
VASTE LASTEN;Eenouder met 2 kinderen;gemiddelde hypotheek;4500;2019;2.037;0,452666519
 kleding en schoenen;Eenouder met 2 kinderen;gemiddelde hypotheek;4500;2019;206;0,045767889
 inventaris;Eenouder met 2 kinderen;gemiddelde hypotheek;4500;2019;195;0,043297556
 onderhoud huis en tuin;Eenouder met 2 kinderen;gemiddelde hypotheek;4500;2019;187;0,0414616
 niet-vergoede ziektekosten;Eenouder met 2 kinderen;gemiddelde hypotheek;4500;2019;43;0,009596
 vrijetijdsuitgaven;Eenouder met 2 kinderen;gemiddelde hypotheek;4500;2019;589;0,130850889
RESERVERINGSUITGAVEN;Eenouder met 2 kinderen;gemiddelde hypotheek;4500;2019;1.219;0,270973933
 voeding;Eenouder met 2 kinderen;gemiddelde hypotheek;4500;2019;390;0,086680146
 overige huishoudelijke uitgaven;Eenouder met 2 kinderen;gemiddelde hypotheek;4500;2019;226;0,050170222
HUISHOUDELIJKE UITGAVEN;Eenouder met 2 kinderen;gemiddelde hypotheek;4500;2019;616;0,136850368
OVERSCHOT/TEKORT;Eenouder met 2 kinderen;gemiddelde hypotheek;4500;2019;628;0
wit1;Eenouder met 2 kinderen;gemiddelde hypotheek;4500;2019;;0
wit2;Eenouder met 2 kinderen;gemiddelde hypotheek;4500;2019;;0
wit3;Eenouder met 2 kinderen;gemiddelde hypotheek;4500;2019;;0
wit4;Eenouder met 2 kinderen;gemiddelde hypotheek;4500;2019;;0
TOTAAL INKOMEN;Eenouder met 2 kinderen;gemiddelde hypotheek;5000;2019;5.000;0
TOTAAL UITGAVEN;Eenouder met 2 kinderen;gemiddelde hypotheek;5000;2019;4.063;0
 huur/hypotheek;Eenouder met 2 kinderen;gemiddelde hypotheek;5000;2019;730;0,146
 gas;Eenouder met 2 kinderen;gemiddelde hypotheek;5000;2019;110;0,022
 elektriciteit;Eenouder met 2 kinderen;gemiddelde hypotheek;5000;2019;68;0,0136
 water;Eenouder met 2 kinderen;gemiddelde hypotheek;5000;2019;19;0,003726
 lokale lasten;Eenouder met 2 kinderen;gemiddelde hypotheek;5000;2019;59;0,0117
 telefoon, televisie, internet;Eenouder met 2 kinderen;gemiddelde hypotheek;5000;2019;91;0,0181332
 verzekeringen;Eenouder met 2 kinderen;gemiddelde hypotheek;5000;2019;275;0,055051667
 onderwijs;Eenouder met 2 kinderen;gemiddelde hypotheek;5000;2019;35;0,007088
 kinderopvang;Eenouder met 2 kinderen;gemiddelde hypotheek;5000;2019;0;0
 contributies en abonnementen;Eenouder met 2 kinderen;gemiddelde hypotheek;5000;2019;155;0,031
 vervoer;Eenouder met 2 kinderen;gemiddelde hypotheek;5000;2019;570;0,114038
VASTE LASTEN;Eenouder met 2 kinderen;gemiddelde hypotheek;5000;2019;2.112;0,422336867
 kleding en schoenen;Eenouder met 2 kinderen;gemiddelde hypotheek;5000;2019;218;0,0436911
 inventaris;Eenouder met 2 kinderen;gemiddelde hypotheek;5000;2019;205;0,0409678
 onderhoud huis en tuin;Eenouder met 2 kinderen;gemiddelde hypotheek;5000;2019;200;0,0399796
 niet-vergoede ziektekosten;Eenouder met 2 kinderen;gemiddelde hypotheek;5000;2019;46;0,0092364
 vrijetijdsuitgaven;Eenouder met 2 kinderen;gemiddelde hypotheek;5000;2019;649;0,1297658
RESERVERINGSUITGAVEN;Eenouder met 2 kinderen;gemiddelde hypotheek;5000;2019;1.318;0,2636407
 voeding;Eenouder met 2 kinderen;gemiddelde hypotheek;5000;2019;397;0,0793312
 overige huishoudelijke uitgaven;Eenouder met 2 kinderen;gemiddelde hypotheek;5000;2019;237;0,0473532
HUISHOUDELIJKE UITGAVEN;Eenouder met 2 kinderen;gemiddelde hypotheek;5000;2019;633;0,1266844
OVERSCHOT/TEKORT;Eenouder met 2 kinderen;gemiddelde hypotheek;5000;2019;937;0
wit1;Eenouder met 2 kinderen;gemiddelde hypotheek;5000;2019;;0
wit2;Eenouder met 2 kinderen;gemiddelde hypotheek;5000;2019;;0
wit3;Eenouder met 2 kinderen;gemiddelde hypotheek;5000;2019;;0
wit4;Eenouder met 2 kinderen;gemiddelde hypotheek;5000;2019;;0
TOTAAL INKOMEN;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;;0
TOTAAL UITGAVEN;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;1.686;0
 huur/hypotheek;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;343;0,203433046
 gas;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;99;0,058728812
 elektriciteit;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;61;0,036305084
 water;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;17;0,009946525
 lokale lasten;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;59;0,034703389
 telefoon, televisie, internet;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;59;0,034851694
 verzekeringen;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;194;0,115045195
 onderwijs;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;35;0,021023728
 kinderopvang;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;0;0
 contributies en abonnementen;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;2;0,000919492
 vervoer;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;42;0,025087288
VASTE LASTEN;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;910;0,540044253
 kleding en schoenen;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;121;0,072067371
 inventaris;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;85;0,050224999
 onderhoud huis en tuin;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;72;0,042533897
 niet-vergoede ziektekosten;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;38;0,02268079
 vrijetijdsuitgaven;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;0;0
RESERVERINGSUITGAVEN;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;316;0,187507058
 voeding;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;390;0,23139191
 overige huishoudelijke uitgaven;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;69;0,041056779
HUISHOUDELIJKE UITGAVEN;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;459;0,272448689
OVERSCHOT/TEKORT;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;;0
wit1;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;;0
wit2;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;;0
wit3;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;;0
wit4;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;1;2019;;0
TOTAAL INKOMEN;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;;0
TOTAAL UITGAVEN;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;1.882;0
 huur/hypotheek;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;343;0,182259857
 gas;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;99;0,052616353
 elektriciteit;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;61;0,032526473
 water;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;17;0,008911297
 lokale lasten;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;59;0,031091481
 telefoon, televisie, internet;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;59;0,031224351
 verzekeringen;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;194;0,103071361
 onderwijs;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;35;0,018835591
 kinderopvang;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;0;0
 contributies en abonnementen;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;50;0,026536712
 vervoer;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;60;0,031963106
VASTE LASTEN;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;977;0,519036581
 kleding en schoenen;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;121;0,064566643
 inventaris;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;85;0,044997611
 onderhoud huis en tuin;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;72;0,038106995
 niet-vergoede ziektekosten;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;38;0,020320187
 vrijetijdsuitgaven;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;75;0,039797096
RESERVERINGSUITGAVEN;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;391;0,207788532
 voeding;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;390;0,207308779
 overige huishoudelijke uitgaven;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;124;0,065866107
HUISHOUDELIJKE UITGAVEN;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;514;0,273174886
OVERSCHOT/TEKORT;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;;0
wit1;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;;0
wit2;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;;0
wit3;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;;0
wit4;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2;2019;;0
TOTAAL INKOMEN;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2500;2019;2.500;0
TOTAAL UITGAVEN;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2500;2019;2.500;0
 huur/hypotheek;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2500;2019;686;0,2742
 gas;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2500;2019;102;0,040930793
 elektriciteit;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2500;2019;63;0,025302672
 water;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2500;2019;17;0,006932188
 lokale lasten;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2500;2019;59;0,0234
 telefoon, televisie, internet;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2500;2019;66;0,026453876
 verzekeringen;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2500;2019;209;0,083670784
 onderwijs;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2500;2019;35;0,014176
 kinderopvang;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2500;2019;0;0
 contributies en abonnementen;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2500;2019;67;0,026936885
 vervoer;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2500;2019;140;0,055819603
VASTE LASTEN;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2500;2019;1.445;0,577822801
 kleding en schoenen;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2500;2019;132;0,052764281
 inventaris;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2500;2019;106;0,042355732
 onderhoud huis en tuin;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2500;2019;90;0,036075856
 niet-vergoede ziektekosten;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2500;2019;38;0,015293333
 vrijetijdsuitgaven;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2500;2019;158;0,063094667
RESERVERINGSUITGAVEN;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2500;2019;524;0,20958387
 voeding;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2500;2019;390;0,156024263
 overige huishoudelijke uitgaven;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2500;2019;141;0,056569066
HUISHOUDELIJKE UITGAVEN;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2500;2019;531;0,212593329
OVERSCHOT/TEKORT;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2500;2019;0;0
wit1;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2500;2019;;0
wit2;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2500;2019;;0
wit3;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2500;2019;;0
wit4;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;2500;2019;;0
TOTAAL INKOMEN;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;3.000;0
TOTAAL UITGAVEN;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;3.000;0
 huur/hypotheek;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;770;0,2565
 gas;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;106;0,035320071
 elektriciteit;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;66;0,021834225
 water;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;18;0,005981936
 lokale lasten;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;59;0,0195
 telefoon, televisie, internet;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;75;0,02504942
 verzekeringen;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;230;0,076579099
 onderwijs;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;35;0,011813333
 kinderopvang;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;0;0
 contributies en abonnementen;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;92;0,030789437
 vervoer;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;258;0,085862851
VASTE LASTEN;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;1.708;0,569230371
 kleding en schoenen;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;151;0,050401807
 inventaris;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;135;0,045131607
 onderhoud huis en tuin;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;124;0,041247948
 niet-vergoede ziektekosten;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;38;0,012744444
 vrijetijdsuitgaven;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;286;0,095395023
RESERVERINGSUITGAVEN;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;735;0,24492083
 voeding;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;390;0,130020219
 overige huishoudelijke uitgaven;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;167;0,05582858
HUISHOUDELIJKE UITGAVEN;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;558;0,185848799
OVERSCHOT/TEKORT;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;0;0
wit1;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;;0
wit2;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;;0
wit3;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;;0
wit4;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;;0
TOTAAL INKOMEN;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;3.500;0
TOTAAL UITGAVEN;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;3.500;0
 huur/hypotheek;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;936;0,267428571
 gas;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;108;0,030797061
 elektriciteit;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;67;0,019038183
 water;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;18;0,005215902
 lokale lasten;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;59;0,016714286
 telefoon, televisie, internet;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;81;0,023044903
 verzekeringen;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;244;0,069740181
 onderwijs;Eenouder met 2 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;35;0,010125714
